facility__i_d,facility__name,address,city/_town,state,z_i_p__code,county/_parish,telephone__number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_(lowest)_to_10_(highest),patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_(lowest)_to_10_(highest),patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_(lowest)_to_10_(highest),patients'_rating_of_the_facility_linear_mean_score,patients_who_reported__y_e_s_they_would__d_e_f_i_n_i_t_e_l_y_recommend_the_facility_to_family_or_friends,patients_who_reported__p_r_o_b_a_b_l_y__y_e_s_they_would_recommend_the_facility_to_family_or_friends,"patients_who_reported__n_o,_they_would_not_recommend_the_facility_to_family_or_friends",patients_recommending_the_facility_linear_mean_score,footnote,number_of__sampled__patients,number_of__completed__surveys,survey__response__rate__percent,start__date,end__date
31C0001216,AMBULATORY SURGICAL CENTER OF SOMERVILLE LLC DBA SOMERSET AMBULATORY SURGICAL CENTER,1 US HWY 206 NORTH,SOMERVILLE,NJ,8876,,(908) 393-8360,98.0,2.0,0.0,99.0,89.0,8.0,3.0,93.0,90.0,9.0,1.0,96.0,88.0,9.0,3.0,94.0,,1071.0,280.0,26.0,01/01/2023,12/31/2023
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,8003,,(856) 751-4555,97.0,3.0,0.0,99.0,95.0,4.0,1.0,97.0,89.0,9.0,2.0,95.0,89.0,9.0,2.0,95.0,,1865.0,341.0,18.0,01/01/2023,12/31/2023
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,8080,,(856) 582-2072,99.0,1.0,0.0,99.0,93.0,6.0,1.0,96.0,92.0,7.0,1.0,96.0,88.0,11.0,1.0,95.0,,1439.0,494.0,34.0,01/01/2023,12/31/2023
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,8005,,(609) 698-0700,97.0,3.0,0.0,98.0,95.0,4.0,1.0,97.0,93.0,5.0,2.0,96.0,92.0,7.0,1.0,97.0,,1352.0,404.0,30.0,01/01/2023,12/31/2023
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,8540,,(609) 853-2261,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,91.0,9.0,0.0,95.0,89.0,10.0,1.0,96.0,,1504.0,415.0,28.0,01/01/2023,12/31/2023
31C0001305,VANGUARD ASC LLC DBA VANGUARD SURGICAL CENTER,113 ESSEX STREET,MAYWOOD,NJ,7607,,(201) 291-9100,99.0,1.0,0.0,99.0,96.0,3.0,1.0,98.0,94.0,5.0,1.0,97.0,94.0,5.0,1.0,98.0,,1214.0,395.0,33.0,01/01/2023,12/31/2023
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96.0,4.0,0.0,98.0,91.0,7.0,2.0,95.0,89.0,9.0,2.0,95.0,86.0,12.0,2.0,95.0,,1614.0,460.0,29.0,01/01/2023,12/31/2023
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,98.0,2.0,0.0,99.0,91.0,8.0,1.0,95.0,90.0,8.0,2.0,95.0,85.0,14.0,1.0,94.0,,1288.0,282.0,22.0,01/01/2023,12/31/2023
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,95.0,4.0,1.0,97.0,91.0,8.0,1.0,95.0,90.0,7.0,3.0,95.0,87.0,12.0,1.0,95.0,,1363.0,347.0,25.0,01/01/2023,12/31/2023
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,,,,,,,,,,,,,,,,,4,,,,,
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,,,,,,,,,,,,,,,,,4,,,,,
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,98.0,1.0,1.0,99.0,94.0,4.0,2.0,96.0,94.0,5.0,1.0,97.0,90.0,8.0,2.0,96.0,,1457.0,248.0,17.0,01/01/2023,12/31/2023
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,98.0,2.0,0.0,99.0,90.0,7.0,3.0,93.0,86.0,12.0,2.0,94.0,87.0,12.0,1.0,95.0,,1784.0,185.0,10.0,01/01/2023,12/31/2023
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99.0,1.0,0.0,99.0,91.0,8.0,1.0,95.0,90.0,9.0,1.0,96.0,88.0,11.0,1.0,95.0,,3064.0,722.0,24.0,01/01/2023,12/31/2023
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,99.0,1.0,0.0,99.0,93.0,6.0,1.0,96.0,95.0,4.0,1.0,97.0,93.0,5.0,2.0,97.0,,934.0,271.0,29.0,01/01/2023,12/31/2023
34C0001215,TRIAD CENTER FOR SURGERY DBA KIMEL PARK SURGERY CENTER,180 KIMEL PARK DRIVE SUITE 200,WINSTON SALEM,NC,27103,,(202) 378-0139,,,,,,,,,,,,,,,,,4,,,,,
34C0001218,SUMMIT HEALTH PARTNERS LLC DBA WESTERN CAROLINA SURGERY CENTER,30 AIRPORT PARK ROAD,FLETCHER,NC,28732,,(828) 900-0220,97.0,2.0,1.0,98.0,93.0,6.0,1.0,96.0,90.0,8.0,2.0,95.0,88.0,11.0,1.0,95.0,,2632.0,1032.0,39.0,01/01/2023,12/31/2023
34C0001221,WAKE SPINE AND SPECIALTY SURGERY CENTER LLC DBA RALEIGH NEUROSURGICAL AND SPINE SURGERY CENTER,5241 SIX FORKS ROAD SUITE 200,RALEIGH,NC,27609,,(984) 884-1600,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,90.0,9.0,1.0,96.0,91.0,9.0,0.0,97.0,,565.0,209.0,37.0,01/01/2023,12/31/2023
35C0001007,ESSENTIA HEALTH WAHPETON ASC,275 11TH ST SOUTH,WAHPETON,ND,58075,,(701) 642-2000,,,,,,,,,,,,,,,,,4,,,,,
36C0001080,TAYLOR STATION SURGICAL CENTER LTD,6150 EAST BROAD ST,COLUMBUS,OH,43213,,(614) 546-4777,,,,,,,,,,,,,,,,,4,,,,,
36C0001091,WHITEHALL SURGERY CENTER,1030 REFUGEE RD SUITE 160,PICKERINGTON,OH,43147,,(614) 604-7450,,,,,,,,,,,,,,,,,4,,,,,
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,93.0,6.0,1.0,96.0,89.0,10.0,1.0,95.0,,1719.0,601.0,35.0,01/01/2023,12/31/2023
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,99.0,1.0,0.0,99.0,95.0,4.0,1.0,97.0,92.0,7.0,1.0,96.0,89.0,10.0,1.0,96.0,,1207.0,397.0,33.0,01/01/2023,12/31/2023
36C0001222,MAYFIELD SPINE SURGERY CENTER LLC,4020 SMITH RD,CINCINNATI,OH,45209,,(513) 619-5895,99.0,1.0,0.0,99.0,97.0,3.0,0.0,98.0,94.0,5.0,1.0,97.0,93.0,6.0,1.0,97.0,,1144.0,412.0,36.0,01/01/2023,12/31/2023
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,91.0,9.0,0.0,96.0,89.0,10.0,1.0,96.0,,1037.0,487.0,47.0,01/01/2023,12/31/2023
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,98.0,2.0,0.0,99.0,91.0,8.0,1.0,95.0,93.0,7.0,0.0,97.0,88.0,11.0,1.0,96.0,,535.0,234.0,44.0,01/01/2023,12/31/2023
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,99.0,1.0,0.0,99.0,94.0,5.0,1.0,97.0,95.0,5.0,0.0,98.0,93.0,7.0,0.0,98.0,3,339.0,76.0,22.0,01/01/2023,12/31/2023
36C0001308,ONYX AND PEARL SURGICAL SUITES LLC,465 NORTH CLEVELAND AVE SUITE 150,WESTERVILLE,OH,43082,,(614) 918-0030,,,,,,,,,,,,,,,,,4,,,,,
36C0001315,NWO SURGERY CENTER LLC,15028 EAST US ROUTE 224,FINDLAY,OH,45840,,(419) 427-3040,,,,,,,,,,,,,,,,,4,,,,,
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,99.0,1.0,0.0,99.0,93.0,6.0,1.0,96.0,91.0,8.0,1.0,96.0,92.0,7.0,1.0,97.0,,2157.0,286.0,13.0,01/01/2023,12/31/2023
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,97.0,3.0,0.0,98.0,92.0,7.0,1.0,95.0,90.0,9.0,1.0,96.0,90.0,9.0,1.0,96.0,,1131.0,240.0,21.0,01/01/2023,12/31/2023
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,93.0,5.0,2.0,96.0,91.0,8.0,1.0,96.0,,9022.0,1781.0,20.0,01/01/2023,12/31/2023
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,96.0,4.0,0.0,98.0,90.0,8.0,2.0,94.0,89.0,9.0,2.0,95.0,85.0,14.0,1.0,94.0,,1074.0,358.0,33.0,01/01/2023,12/31/2023
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,98.0,1.0,1.0,99.0,94.0,5.0,1.0,97.0,90.0,9.0,1.0,95.0,86.0,13.0,1.0,95.0,,2401.0,942.0,39.0,01/01/2023,12/31/2023
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,97.0,3.0,0.0,98.0,92.0,6.0,2.0,95.0,89.0,9.0,2.0,95.0,84.0,13.0,3.0,93.0,,2642.0,923.0,35.0,01/01/2023,12/31/2023
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,97.0,2.0,1.0,98.0,88.0,9.0,3.0,92.0,82.0,15.0,3.0,92.0,83.0,14.0,3.0,93.0,,1171.0,305.0,26.0,01/01/2023,12/31/2023
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,89.0,9.0,2.0,95.0,84.0,12.0,4.0,93.0,,877.0,295.0,34.0,01/01/2023,12/31/2023
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,90.0,8.0,2.0,95.0,88.0,10.0,2.0,95.0,,3468.0,895.0,26.0,01/01/2023,12/31/2023
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,88.0,10.0,2.0,95.0,,978.0,334.0,34.0,01/01/2023,12/31/2023
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,95.0,4.0,1.0,97.0,88.0,9.0,3.0,92.0,79.0,16.0,5.0,92.0,79.0,18.0,3.0,91.0,,1002.0,264.0,26.0,01/01/2023,12/31/2023
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97.0,2.0,1.0,98.0,92.0,7.0,1.0,95.0,87.0,11.0,2.0,95.0,85.0,13.0,2.0,94.0,,3465.0,1125.0,33.0,01/01/2023,12/31/2023
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,96.0,4.0,0.0,98.0,91.0,7.0,2.0,95.0,83.0,15.0,2.0,93.0,79.0,20.0,1.0,92.0,,1159.0,499.0,43.0,01/01/2023,12/31/2023
39C0001041,HANOVER SURGICENTER LLC,250 FAME AVE. STE. 130,HANOVER,PA,17331,,(717) 633-1600,,,,,,,,,,,,,,,,,4,,,,,
39C0001096,UPMC HAMOT SURGERY CENTER,200 STATE ST,ERIE,PA,16507,,(814) 453-3900,,,,,,,,,,,,,,,,,4,,,,,
39C0001099,ROY A HIMELFARB SURGERY CENTER,757 NORLAND AVE. STE. 100,CHAMBERSBURG,PA,17201,,(717) 217-6725,99.0,1.0,0.0,100.0,95.0,5.0,0.0,97.0,90.0,10.0,0.0,96.0,86.0,13.0,1.0,95.0,,1416.0,418.0,30.0,01/01/2023,12/31/2023
39C0001100,YORK ENDOSCOPY CENTER LP,2690 SOUTH FIELD DR,YORK,PA,17403,,(717) 815-4303,,,,,,,,,,,,,,,,,4,,,,,
39C0001123,BERKSHIRE EYE LLC,2220 RIDGEWOOD RD,WYOMISSING,PA,19610,,(610) 736-0144,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,93.0,6.0,1.0,96.0,91.0,8.0,1.0,97.0,,975.0,485.0,50.0,01/01/2023,12/31/2023
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,96.0,3.0,1.0,98.0,94.0,5.0,1.0,97.0,91.0,7.0,2.0,95.0,90.0,9.0,1.0,96.0,,1049.0,314.0,30.0,01/01/2023,12/31/2023
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99.0,1.0,0.0,100.0,93.0,6.0,1.0,96.0,96.0,3.0,1.0,98.0,91.0,7.0,2.0,96.0,,1542.0,336.0,22.0,01/01/2023,12/31/2023
39C0001222,EVANGELICAL COMMUNITY HOSPITAL ENDOSCOPY CENTER,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,97.0,3.0,0.0,98.0,94.0,5.0,1.0,97.0,93.0,5.0,2.0,96.0,89.0,9.0,2.0,95.0,,941.0,458.0,49.0,01/01/2023,12/31/2023
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,86.0,14.0,0.0,95.0,,1118.0,307.0,28.0,01/01/2023,12/31/2023
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99.0,1.0,0.0,100.0,96.0,4.0,0.0,98.0,95.0,5.0,0.0,98.0,93.0,6.0,1.0,97.0,,1598.0,546.0,34.0,01/01/2023,12/31/2023
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,95.0,4.0,1.0,97.0,93.0,6.0,1.0,97.0,,2726.0,726.0,27.0,01/01/2023,12/31/2023
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99.0,1.0,0.0,100.0,95.0,4.0,1.0,97.0,96.0,4.0,0.0,98.0,95.0,4.0,1.0,98.0,,1862.0,617.0,33.0,01/01/2023,12/31/2023
39C0001324,PREMIER AT EXTON SURGERY CENTER LLC,491 JOHN YOUNG WAY SUITE 100,EXTON,PA,19341,,(484) 872-8408,,,,,,,,,,,,,,,,,4,,,,,
39C0001327,GEISINGER-HM JOINT VENTURE LLC,10 CHOATE CIRCLE,MONTOURSVILLE,PA,17754,,(570) 368-5566,,,,,,,,,,,,,,,,,4,,,,,
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99.0,1.0,0.0,100.0,96.0,3.0,1.0,98.0,96.0,3.0,1.0,98.0,97.0,3.0,0.0,99.0,,1640.0,628.0,38.0,01/01/2023,12/31/2023
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,,,,,,,,,,,,,,,,,4,,,,,
39C0001346,BUCKS COUNTY SURGICAL SUITES,2800 KELLY RD SUITE 100,WARRINGTON,PA,18976,,(215) 607-2100,,,,,,,,,,,,,,,,,4,,,,,
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,91.0,8.0,1.0,96.0,90.0,9.0,1.0,96.0,,984.0,340.0,35.0,01/01/2023,12/31/2023
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,90.0,7.0,3.0,95.0,88.0,10.0,2.0,95.0,,962.0,327.0,34.0,01/01/2023,12/31/2023
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,99.0,1.0,0.0,99.0,94.0,4.0,2.0,96.0,94.0,5.0,1.0,97.0,89.0,10.0,1.0,96.0,,1240.0,384.0,31.0,01/01/2023,12/31/2023
42C0001049,SOUTH CAROLINA HEALTH SERVICES,40 OKATIE CENTER BLVD S STE 125,OKATIE,SC,29909,,(843) 705-8823,97.0,3.0,0.0,98.0,91.0,7.0,2.0,95.0,88.0,10.0,2.0,95.0,87.0,12.0,1.0,95.0,,1020.0,444.0,44.0,01/01/2023,12/31/2023
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,98.0,2.0,0.0,99.0,93.0,5.0,2.0,96.0,95.0,3.0,2.0,96.0,94.0,5.0,1.0,98.0,,823.0,272.0,33.0,01/01/2023,12/31/2023
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,,,,,,,,,,,,,,,,,4,,,,,
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,96.0,4.0,0.0,98.0,91.0,7.0,2.0,94.0,92.0,8.0,0.0,96.0,91.0,8.0,1.0,96.0,,1078.0,286.0,27.0,01/01/2023,12/31/2023
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98.0,2.0,0.0,99.0,91.0,8.0,1.0,95.0,91.0,7.0,2.0,96.0,90.0,9.0,1.0,96.0,,1108.0,455.0,41.0,01/01/2023,12/31/2023
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,96.0,3.0,1.0,98.0,91.0,7.0,2.0,94.0,83.0,15.0,2.0,94.0,85.0,14.0,1.0,94.0,,1665.0,374.0,23.0,01/01/2023,12/31/2023
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97.0,3.0,0.0,99.0,95.0,4.0,1.0,97.0,90.0,8.0,2.0,96.0,92.0,8.0,0.0,97.0,,833.0,290.0,35.0,01/01/2023,12/31/2023
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,98.0,2.0,0.0,99.0,92.0,7.0,1.0,96.0,88.0,11.0,1.0,95.0,88.0,11.0,1.0,96.0,,6894.0,588.0,9.0,01/01/2023,12/31/2023
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,96.0,3.0,1.0,98.0,92.0,7.0,1.0,95.0,86.0,11.0,3.0,94.0,84.0,11.0,5.0,92.0,,1215.0,233.0,19.0,01/01/2023,12/31/2023
44C0001035,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,2020 EXETER,GERMANTOWN,TN,38138,,(901) 682-1233,,,,,,,,,,,,,,,,,4,,,,,
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,100.0,0.0,0.0,100.0,98.0,2.0,0.0,99.0,100.0,0.0,0.0,97.0,100.0,0.0,0.0,100.0,1,16.0,2.0,13.0,01/01/2023,12/31/2023
44C0001056,MEMPHIS GASTROENTEROLOGY ENDOSCOPY CENTER EAST,"8000 WOLF RIVER BLVD., SUITE 200",GERMANTOWN,TN,38138,,(901) 747-3630,,,,,,,,,,,,,,,,,4,,,,,
44C0001060,PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,924 SPRING CREEK RD,CHATTANOOGA,TN,37412,,(423) 899-1600,,,,,,,,,,,,,,,,,4,,,,,
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,99.0,1.0,0.0,99.0,94.0,5.0,1.0,97.0,95.0,4.0,1.0,97.0,91.0,8.0,1.0,96.0,,746.0,215.0,29.0,01/01/2023,12/31/2023
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,92.0,7.0,1.0,96.0,90.0,10.0,0.0,96.0,,1094.0,285.0,26.0,01/01/2023,12/31/2023
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,91.0,7.0,2.0,96.0,89.0,9.0,2.0,95.0,,1007.0,303.0,30.0,01/01/2023,12/31/2023
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,92.0,7.0,1.0,96.0,87.0,12.0,1.0,95.0,,1365.0,382.0,28.0,01/01/2023,12/31/2023
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,96.0,4.0,0.0,98.0,92.0,7.0,1.0,96.0,89.0,9.0,2.0,95.0,90.0,9.0,1.0,96.0,,1043.0,328.0,31.0,01/01/2023,12/31/2023
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,93.0,6.0,1.0,96.0,91.0,9.0,0.0,97.0,,1271.0,457.0,36.0,01/01/2023,12/31/2023
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,95.0,5.0,0.0,97.0,93.0,5.0,2.0,97.0,,859.0,262.0,31.0,01/01/2023,12/31/2023
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,89.0,10.0,1.0,96.0,,1154.0,383.0,33.0,01/01/2023,12/31/2023
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,91.0,8.0,1.0,96.0,91.0,8.0,1.0,96.0,,1194.0,435.0,36.0,01/01/2023,12/31/2023
44C0001133,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH SUITE 800,NASHVILLE,TN,37203,,(615) 284-2524,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,91.0,9.0,0.0,96.0,90.0,10.0,0.0,97.0,,1254.0,258.0,21.0,01/01/2023,12/31/2023
